messages;labels
" Фотография, иллюстрирующая пост с погибшими детьми и относящая их к спискам жертв в Буче и Ирпене, на самом деле является фотографией из удаленной по требованию Роскомнадзора статьи в одном из российских СМИ, опубликованной в середине марта. 

Это легко доказывается с помощью сервиса проверки подлинности картинок TinEye https://tineye.com/. В той статье говорится о жертвах в Николаеве, якобы люди погибли от российского оружия, никаким образом не доказывается, а просто доносится как факт, не подлежащий сомнению. 

Еще один факт в копилку к вопросу о низком уровне фальсификаторов «Резни в Буче», которые неспособны даже проверить источник фотографии, которой иллюстрируют свои посты.";0
" В публикации приводят мнение автора статьи Тимофея Сергейцева, выдавая за позицию РФ в отношении Украины, что уже похоже на манипуляцию фактами. Автор в первую очередь пишет о военнослужащих: «Нацисты, взявшие в руки оружие, должны быть по максимуму уничтожены на поле боя. Не следует проводить существенных различий между ВСУ и так называемыми нацбатами». В качестве мер по противодействию нацистским взглядам среди мирного населения Сергейцев называет не убийства или уголовное преследование, а перевоспитание и жесткую цензуру.

Украинцы не стесняются призывать к геноциду русских не только в комментариях в соцсетях. Один из украинских брендов наладил выпуск футболок с принтом KILL THE RUSSIAN. Мэр Днепропетровска Борис Филатов призвал методично убивать всех русских во всем мире, до кого дотянется рука украинских патриотов.";0
" На спутниковых снимках от 10 и 31 марта запечатлены прямоугольные объекты у «могилы» - палеты с брусчаткой. Фотографий тел на месте захоронения с земли нет. Все «свидетельства» появились на 4-ый день отхода ВС РФ.
Полностью Бучу российские войска за эти полтора месяца не контролировали ни дня. Мирные жители повязывали белые ленточки на рукава, и на видео неонациста Боцмана при зачистке Бучи слышно, как он разрешает стрелять по всем, у кого нет синих ленточек ВСУ и теробороны.

Местный житель также записал видео, в котором рассказал: российские военные посоветовали мирному населению натягивать на окна белые простыни, чтобы случайно не выстрелить туда.
Британия так и не дала согласия на проведение заседания СБ ООН по ситуации в Буче, хотя Россия требует созыва";0
" Как считает оппонент Оксаны Свитич, доктор медицинских наук, иммунолог Владислав Жемчугов, с точки зрения медицины при вторичном иммунодефиците хронические инфекции или даже опухолевые процессы могут и не начаться вовсе или быть совсем не связанными именно с коронавирусом.

«Могут присоединяться какие-то вторичные инфекции, например, герпетическая, или нарушения работы печени. Все это — элементы, которые могут приводить к иммуноснижению. Это реально», — сказал врач. При этом, по его словам, данная ситуация известна в медицинском мире и спокойно лечится.";0
" Производитель средств женской гигиены Bella опроверг наличие критичных проблем с поставками сырья, однако указал на то, что компания вынуждена подстраиваться под новые реалии.
«Если говорить об основном компоненте женских прокладок, то это целлюлоза. Ранее она поставлялась из Европы и США, теперь мы переориентируемся на целлюлозу, произведенную в России и Белоруссии», — указала Bella. Как конкретизировали в Роскачестве, ««Уход мировых брендов с российского рынка означает лишь прекращение импорта и экспорта зарубежных товаров. 

При этом немалая часть продуктов, выпускаемых под торговыми марками, которые принадлежат международным гигантам, изготавливается в России. Российский сегмент продолжит работать и снабжать рынок товарами для дома и личной гигиены», — указано в сообщении.";0
"  Эта фейковая информация появляется в украинских источниках еженедельно. Официальный представитель Минобороны Игорь Конашенков уже опровергал сведения, указав, что военкоматы не вызывали россиян, пребывающих в запасе, таких планов нет и пока не появляется такой необходимости. Конашенков рассказал, что российским мужчинам поступали фальшивые звонки с территории Украины, что является провокацией украинских спецслужб. 

Программа оплачиваемого мобилизационного резерва в России функционирует более пяти лет. В мобилизационный резерв могут добровольно записаться граждане России, отслужившие в армии, не имеющие второго гражданства и судимости. В реальности это дополнительный источник дохода и право на льготы, участие в военных сборах, а при необходимости уже призыв на военную службу.";0
 Беженец из Мариуполя Павел, покинувший город рано утром 18 марта с пожилыми родителями, рассказал российским СМИ, что с 16 марта, его частный дом в центре населённого пункта начал подвергаться миномётным обстрелам со стороны металлургического комбината «Азовсталь». «Нас однозначно бомбили ВСУ, снаряды прилетали во двор. По характеру осколков и направлению я понимал, что бьют из центра города, где на тот момент войск РФ и близко не было. Последний снаряд разорвался в 10 метрах от менял — прилетел с «Азовстали», — сообщил он журналистам.;0
" Вооруженные силы Пакистана не имеют никакого отношения к политическому кризису и роспуску парламента и правящего кабинета страны. Об этом заявил в воскресенье журналистам генеральный директор департамента ВС по связям с общественностью генерал-майор Бабар Ифтихар.
""Абсолютно нет"", Вооруженные силы Пакистана не имеют никакого отношения к политическому кризису и роспуску парламента и правящего кабинета страны. Об этом заявил в воскресенье журналистам генеральный директор департамента ВС по связям с общественностью генерал-майор Бабар Ифтихар.
""Абсолютно нет"", - сказал он, отвечая на вопрос телеканала Geo.tv о причастности военных. сказал он, отвечая на вопрос телеканала Geo.tv о причастности военных.";0
" Мы уже сообщали, что «Юнармия» не занимается призывом на военную службу, и молодых участников организации не привлекают к участию в спецоперации на территории Украины. Минобороны также заявляло, что весеннему призыву на срочную военную службу в 2022 году подлежат 134,5 тысячи россиян, что меньше чем в предыдущем. Разумеется, юноши 14-17 лет под призыв никоим образом не попадают.
В тексте «официального письма» встречаются многочисленные орфографические и пунктуационные ошибки: причём уже начиная с шапки, где написано «ИРКУТСКОРЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ». 

В очередной раз напоминаем, что в документах профильных ведомств не используется словосочетание «весенний призыв». В этом письме используются нехарактерные для документации обороты («в это непростое время»). Печать на документе совершенно смазана и нечитаема.";0
" В Росздравнадзоре сообщили, что мониторинг количества лекарств проводится по единой системе МДЛП, которая отслеживает весь путь препаратов от производителя до конкретной аптеки. На основании анализа ситуации со снабжением лекарственных средств специалисты подчеркивают: зафиксированные случаи нехватки лекарств в последние две недели были вызваны исключительно ажиотажным спросом покупателей — выкупали за пару дней месячный запас препаратов.
Сейчас ажиотаж спал — значительно и снизилось количество обращений на горячую линию. Так, за последние 7 дней ни одной жалобы на нехватку инсулина не поступало.";0
 Жуткие кадры появились ещё 28 марта. Тело девушки тогда нашли в подвале одной из мариупольских школ, где было зафиксировано расположение членов батальона «Азов».  На животе убитой действительно выжжена свастика, есть следы других издевательств над ней.  Кроме того, это далеко не первый случай, когда «Азов» уличают в использовании нацистской символики.;0
" Вброс про мобильные крематории ходил с начала спецоперации. На опубликованных в СМИ и соцсетях видео демонстрировался грузовик, внутри которого находится нечто похожее на цистерну с пультом управления, где как будто бы можно сжигать тела погибших солдат.
В ролике на самом деле показан инсинератор ИН-50.1К, который создала компания «Турмалин» в 2011 году для экологически безопасной утилизации биологических отходов I-V классов опасности. То есть это фактически крематорий для животных. В ритуальных целях техника не используется.

Боле того, мобильный крематорий в качестве героя фейковых новостей используется не первый год: установку якобы использовали для сжигания ещё в 2014 году в Донбассе, годом позже там «уничтожали» санкционные продукты, а в 2021-ом – тела вакцинированных от ковида.";0
 В Русской православной церкви опровергли слухи об угрозах выселения русских монахов на Афоне. Как заявил РИА Новости секретарь по межправославным отношениям Отдела внешних церковных связей Московского патриархата протоиерей Игорь Якимчук, русские монахи на Афоне не получают никаких угроз и вместе с украинскими насельниками Свято-Пантелеимонова монастыря на Святой Горе молятся за мир на Украине.;0
 Разумеется, публикация Тиграна Григоряна была шуточной. Позже он пояснил на странице в Facebook, что добился таким образом разоблачения абсурдной информационной пропаганды Азербайджана против Армении. Ну, а Олене Трегуб для разоблачения этой шутки нужно было просто открыть карту, чтобы понять: Севан – это озеро, а у России и Армении нет общей границы.;0
" Всё больше жителей Европы высказывают неодобрение и санкциями Запада, из-за которых растут цены, и украинской позиции. В Германии состоялась акция в поддержку России: по немецким улицам прошёл автопробег из более чем 5000 тысяч машин. Также в государстве появились наклейки на мусорные баки в виде флага Украины. Выступление канцлера Олафа Шольца в немецком Эссене сопровождали недовольные крики и свист из-за рекордной инфляции в стране.
Работники греческой железной дороги отказываются участвовать в перевозке военной техники США и НАТО. Профсоюзы Солоников требуют от правительства не задействовать греческую железную дорогу для перевозки военного оборудования и прекратить давление на рабочих. На видео попал также протест греческих прогрессистов Греции, которые забрасывали красной краской эшелоны с бронетехникой США и НАТО.";0
" Помощник президента России Владимир Мединский сообщил, что украинская сторона стала реалистичнее подходить к вопросам нейтрального статуса своей страны, однако проект договора не готов для вынесения на уровне президентов.
По словам Мединского, заявление участника украинской переговорной делегации Давида Арахамии о том, что Россия принимает позицию Украины, за исключением Крыма, не соответствует действительности.";0
" На фотографии – происшествие в Шумерле (Чувашская Республика), которое было зафиксировано в апреле 2019 года. В ночь на 29 апреля спасателям пришлось ликвидировать возгорание сразу трех автомобилей: в 2.30 ночи вспыхнули  «Renault Sandero», «Renault Duster» и «Chevrolet NIVA».
В Telegram-канал NEXTA Live заметили оплошность и опубликовали пост о том, что, возможно, информация не соответствует действительности. Украинские издания ошибки признавать не торопятся, выдавая фото за поджог машин российских силовиков.";0
" ВСУ сообщали, что российские военные покинули Бучу несколько дней назад, ещё в марте. Есть свидетельства, что после отхода войск украинские силовики начали обстреливать город.

В доказательство массовых убийств иностранные и украинские СМИ приводят видео с улиц Бучи, но у многих после просмотра появились сомнения: лежащие не первые сутки на улице «трупы» шевелятся – один в правом нижнем углу двигает рукой, другой садится, если присмотреться к зеркалу заднего вида у автомобиля. Причастность ВС РФ к братским могилам тоже ставится под сомнение.
Однако в совокупности всё выглядит циничным информационным вбросом такого масштаба, что окончательно посеять ненависть к русским у украинцев, а Запад мотивировать на дальнейшие поставки оружия.";0
" Авиакомпания ""Азербайджанские авиалинии"" (AZAL) в субботу опровергла информацию о возобновлении рейсов в Москву.
""Информация, опубликованная в ряде отечественных СМИ и социальных сетях, о возобновлении с определенной даты азербайджанскими авиакомпаниями рейсов в аэропорты Москвы, не соответствует действительности"", — говорится в сообщении пресс-службы национального перевозчика Азербайджана.";0
" Министерство АПК и потребительского рынка Свердловской области опровергло информацию Россельхознадзора о фальсифицированном сливочном масле производства ООО «Талицкое молоко». «При заполнении карточки товара в системе ""Меркурий"" специалистом предприятия была допущена техническая ошибка, в результате которой данные о продукции были завышены в 20 раз. В настоящий момент ошибка обнаружена и устранена»,— объяснил министр АПК и потребительского рынка Артем Бахтерев.";0
" Роскомнадзор не собирается вводить новых мер против хостинга. «Если YouTube будет выполнять требования законодательства РФ (начнет удалять противоправный контент и модерировать экстремистские и антироссийские призывы, снимет ограничения с российских каналов), то оснований для применения дополнительных мер в отношении ресурса не будет», - пояснили в ведомстве.

Дата 4 апреля возникла не случайно. С этого момента образовательным организациям было рекомендовано переносить контент на отечественный аналог сервиса. Минобрнауки подчеркивает, что письмо в вузы о переносе контента с YouTube на Rutube имеет рекомендательный характер. Однако вузы автономны в принятии решений.";0
" Хакеры действительно слили в сеть 15 ГБ данных благотворительного крыла РПЦ. Однако эти данные и так были в открытом доступе. Сенсации в том, что Anonymous обнародовала открытые сведения о помощи церкви вынужденным переселенцам, отчёты о публичных кампаниях сбора средств, поддержке пострадавших, к примеру, при наводнении в Крымске и пожарах.
Кроме того, на официальной странице Anonymous в Twitter сообщений о взломе РПЦ нет.";0
" В Кишинёве заявили, что у них «нет информации, подтверждающей мобилизацию войск в Приднестровском регионе», и отметили, что продолжают внимательно следить за ситуацией.
В МИД Приднестровья же сообщили, что заявления об «активизации» российских войск в регионе «абсолютно не соответствуют действительности». Подчеркивается, что все военные подразделения на территории Приднестровья не только находятся в местах постоянной дислокации, но и «целенаправленно минимизировали даже свои плановые мероприятия для сохранения спокойствия наших украинских соседей».";0
" Объединение авиастроительной корпорации продолжит выполнять задачи гособоронзаказа и поставлять самолеты Министерству обороны России, заявил генеральный директор Юрий Слюсарь.
Глава объединения заявил, что произошла хакерская атака на официальный сайт и была опубликована фейковая информация.
«Пример информационной войны против России и нашего авиастроения. Мы поддерживаем президента. На жалкие уколы ответим еще более ударным трудом. Наша задача — дать стране крылья», — заявил Слюсарь СМИ.
Весь коллектив продолжит работать в полном составе. Задания гособоронзаказа будут выполнены, а самолеты доставят в Минобороны для обеспечения безопасности России.";0
 Марианна, та самая девушка, фото которой активно распространяла украинская пропаганда в доказательство, дала интервью и рассказала о ходе событий в тот день. Роженица сообщила, что украинские военнослужащие заняли роддом до взрыва, устроив в здании казарму. Сведения об авиналёте не подтвердились: пациентки не слышали этого, всё было тихо, а потом прогремело два взрыва. Съёмка началась сразу после этого: по словам Марианны, снимал сотрудник одного из крупнейших международных новостных агентств Associated Press. Тот же человек фотографировал девушку, когда её перевезли в другое медучреждение. Хотя она просила снимать, съёмка продолжалась.;0
" Начальник департамента цифрового развития Смоленской области Андрей Рудометкин опроверг слухи о том, что пользователи интернета и мобильной связи столкнутся с ухудшением скоростей и качества звонков.
— Текущая ситуация не повлияет на скорость и качество соединения отечественных операторов. В России налажена инфраструктура, которая принадлежит российским операторам. Российские пользователи, в том числе смоляне, не заметят изменений. Кроме того, все операторы связи планомерно готовились к строительству сетей на отечественном оборудовании. Санкции дополнительно будут стимулировать российских операторов к ускорению процесса ввода отечественного телеком-оборудования на своих сетях. Тем более государство сейчас активно стимулирует российские разработки телекоммуникационного оборудования на российских чипах для операторов связи.";0
 ПАО «Магнитогорский металлургический комбинат» сообщает, что новость, опубликованная на ленте «Интерфакс» под заголовком «ММК считает нецелесообразной выплату финальных дивидендов из-за проблем с платежами – источник», носит спекулятивный характер, а решение о выплате финальных дивидендов будет приниматься на общем собрании акционеров компании, 27 мая 2022 года.;0
" Немецкие солдаты не будут отправлены на Украину, о чем заявили в бундесвере.
В субботу генеральный инспектор Вооруженных сил ФРГ Эберхард Цорн заявил в интервью газете Welt, что Берлин «ни в коем случае» не задействует силы на Украине.
«В силе то, что говорили и федеральный канцлер, и президент США Джо Байден: мы ни в коем случае не будем размещать собственные силы на территории Украины», — сказал Цорн.";0
 Глава Донецкой народной республики Денис Пушилин объявил о всеобщей мобилизации ещё 19 февраля этого года. Это было обусловлено тем, что ВСУ постоянно обстреливали территории Донецкой и Луганской народных республик, применяя минометы, гранатометы и ПТРК. Такой же указ в то же время подписал и глава Луганской народной республики Леонид Пасечник: в ЛНР запретили выезд мужчинам в возрасте от 18 до 55 лет в связи с данной ситуацией.;0
" Несмотря на сам текст объявления и, явно, его
шуточную направленность, учитывая публикацию в День смеха, Дмитрий
Струговец, глава пресс-службы «Роскосмоса», комментируя, официально заявил,
что все данные спутники находятся сейчас на Байконуре. 

«Сегодня на Авито появилось объявление о продаже
космического аппарата OneWeb за 83 миллиона 40 тысяч рублей. Автор Максим в
описании сообщил, что в наличии 36 спутников. Мы не располагаем информацией о
том, кто автор этого объявления. Все спутники OneWeb находятся на космодроме
Байконур на хранении. Доступа посторонних к ним нет», — отметил он.";0
" Представитель «Азова» явно записывает обращение в каком-то подвале – судя по освещению и окружающей обстановке. Можно догадаться, какие причины заставили его покинуть штаб батальона.
Вчера силы ДНР сбили два вертолета из трех, на которых украинские националисты пытались скрыться из Мариуполя на подконтрольную Киеву территорию. Об этом рассказал представитель Народной милиции ДНР Эдуард Басурин: по его словам, только двое из 34 украинских военных остались в живых после атаки. Третий вертолет, скорее всего, вернулся в Мариуполь.

Сегодня глава Чечни Рамзан Кадыров сообщил, что Мариуполь удерживают российские силовые ведомства. На самых ключевых огневых позициях вместе с подразделениями Донбасса активно работают и бойцы из Чеченской Республики. «Осталось совсем немного, и Мариуполь будет полностью очищен», - написал Кадыров.";0
" Видимо авторы, они не следят за статистикой от Генштаба ВСУ: сегодня ведомство передало данные о 17 700 погибших российских военных. Но мы азовцев понимаем: за украинской пропагандой уследить трудно.
Напомним, по решению президента РФ семьям погибших в ходе специальной операции по защите Донбасса выплачивают единовременное пособие — примерно 7,5 млн руб. На региональном уровне уже стартуют выплаты: глава Башкортостана Радий Хабиров постановил со следующей недели выплачивать семьям погибших в ходе спецоперации военных по 2 млн, тюменские власти выплатят по 3 млн рублей, а выплата в 1 млн предназначена участникам спецоперации. Новый закон РФ признал участников спецоперации ветеранами боевых действий, что дает весомые льготы по оплате ЖКУ, налогов и др.";0
" Изложенная в нём информация — фейк, сообщили в облдуме.
Во-первых, депутаты не могут вводить в регионе чрезвычайное положение. Это полномочия президента РФ.
Во-вторых, постановления депутаты принимают только на заседаниях облдумы. 1 апреля заседания не было. В документе тем временем указана именно эта дата.
В-третьих, в постановлении есть и другие несоответствия. «Там имеется отсылка на ст. 12 Устава Белгородской области, в которой определены полномочия губернатора, а не областной думы», — прокомментировали в пресс-службе местного заксобрания.
В-четвёртых, подобные документы в облдуме не готовились, а спикер Ольга Павлова их не подписывала.
«Это абсолютный фейк, к тому же — и топорно сделанный», — добавили в облдуме и призвали доверять официальным источникам.";0
 Министр иностранных дел России Сергей Лавров сегодня на пресс-конференции однозначно заявил, что переговоры России и Украины должны продолжиться. «У нас готовится реакция, там есть движение вперед, прежде всего, в том, что касается признания невозможности Украины быть блоковой страной, невозможности для Украины искать счастья в Североатлантическом альянсе - безъядерный внеблоковый статус», - подчеркнул Лавров. Вчера пресс-секретарь президента РФ Дмитрий Песков отметил, что сообщит о новом раунде переговоров. Также сообщалось, что сегодня переговоры могут продолжиться по видеосвязи.;0
" Использование мобильных телефонов не повышает риск образования опухолей мозга, говорится в статье в Journal of the National Cancer Institute. Ученые провели большое популяционное исследование. Они использовали данные опроса UK Million Women Study, в ходе которого опросили каждую четвертую женщину из родившихся в 1935-1950-х годах в Британии. 

Выяснилось, что в 2011 году 75% респонденток в возрасте от 60 до 64 лет пользовались мобильным телефоном, а среди тех, кому было от 75 до 79 лет – менее 50%.
За исследованный период опухоли в мозге появились у 3 268 женщин, или у 0,42% . При том опухоль с одинаковой вероятностью возникала у тех, кто пользовался смартфоном, и у тех, кто нет. Кроме того, мобильная связь не оказывала влияние на риск развития глиомы, менингиомы, опухолей гипофиза или глаза.
Ученые пришли к выводу, что при нормальном использовании мобильных телефонов рисков образования опухолей мозга нет.";0
" В доказательство украинские источники приводят карту, где указана система координат, разработанная в 1942 году. Картографическая система координат 1942 года (СК-42) основана на проекции Гаусса-Крюгера. Единственными недостатками СК-42 эксперты называют секретность координат пунктов ГГС и некоторое ухудшение точности от Балтики на Восток. Это не значит, что данные устарели: может лишь возникнуть затруднение при переносе сведений из одной СК в другую.

Кроме того, карты с СК-42 – не единственное, что использует топографическая служба ВС РФ. За прошедшее десятилетие оснащённость воинских частей службы современными образцами достигла почти максимального уровня и составляет 96 процентов. Внедрены современные программно-аппаратные комплексы для создания и обновления геопространственной информации, хранения и доведения её до объединений, соединений и воинских частей, сообщает начальник службы Александр Зализнюк.";0
" Всё было бы хорошо, если бы потом не появилось другое видео, где показано, как люди в камуфляжной форме убирают мины с дороги, буквально спихивая их на обочину и ударяя друг о друга. Что еще раз говорит о том, что украинская пропаганда не утруждает себя подготовкой качественной информации, а работает по схеме «дураки поверят». 
Кстати говоря, мины бывают разные по типу воздействия: нажимного действия, магнитного, теплового, наклонного, сейсмического, инфракрасного. В противотанковых используется специальный магнитный датчик — массивное дно танка действует на него, и мина подрывается. Впрочем, судя по тому способу, которым мины убирались с дороги, на них не было установлено даже взрывателей.";0
 Журналист Александр Невзоров в разговоре с корреспондентом Инфо24 опроверг информацию об усыплении своих лошадей для того, чтобы передать их мясо военным ВСУ, о чём ранее заявил журналист Михаил Шахназаров на своей странице «ВКонтакте». Александр Невзоров назвал это сообщение бредом и сказал, что «не будет комментировать заявления каждого идиота».;0
" Информация о том, что президент России Владимир Путин болен раком щитовидной железы и подвергался операциям, связанным с онкологическими заболеваниями, не соответствует действительности. Как сообщил бывший главред «Эха Москвы» Алексей Венедиктов в своем Telegram-канале.
По словам журналиста, официальный представитель Кремля назвал подобные заявления «выдумками и неправдой».

«На вопрос: ""Верно ли я понимаю, что Владимир Путин не болен раком?"", Песков ответил: ""Верно""», — написал Венедиктов.";0
 Наталья Поклонская в интервью журналисту Екатерине Гордеевой сообщила, что неизвестные написали заявление в СК России. Об этом рассказали политику пользователи соцсети. Речи о возбуждении уголовного дела нет. Наказание может грозить гражданину, если, к примеру, его мнение, высказанное в соцсети, воспримут как «дискредитацию использования Вооруженных сил РФ в целях защиты интересов РФ и ее граждан, поддержания международного мира и безопасности». Есть прецеденты привлечения к ответственности и наложения штрафов в размере 30-50 тысяч рублей за антивоенную агитацию в России, но пока речь идет, в первую очередь, о демонстрации плакатов в общественных местах и участии в митингах.;0
